mesh_descriptor_uid,name,annotation,deleted
D018164,"Hemorrhagic Disease Virus, Epizootic","infection: coord IM with REOVIRIDAE INFECTIONS (IM)",0
D018165,Orthoreovirus,"infection: coord IM with REOVIRIDAE INFECTIONS (IM)",0
D018166,"Health Care Reform","not restricted to US; specify state or country",0
D018167,"Receptors, Calcitriol",,0
D018168,"Receptors, Retinoic Acid",,0
D018169,Molluscipoxvirus,"a genus of the subfamily Chordopoxvirinae; mollusci- refers to agent of the disease molluscum contagiosum, not to mollusks; infection: coord IM with POXVIRIDAE INFECTIONS (IM)",0
D018170,Sumatriptan,,0
D018171,Agrin,"a nerve tissue protein",0
D018172,"United States Office of Research Integrity","add UNITED STATES; CATALOGER: Use NAF entry",0
D018173,"Circoviridae Infections","GEN or unspecified",0
D018174,"Arterivirus Infections","caused by an RNA virus",0
D018175,"Birnaviridae Infections","GEN or unspecified; prefer specifics",0
D018176,"Torovirus Infections","caused by a member of the family Coronaviridae",0
D018177,"Flavivirus Infections","caused by members of the Flavivirus genus: do not confuse with FLAVIVIRIDAE INFECTIONS caused by members of the Flaviviridae family; GEN or unspecified; prefer specifics",0
D018178,"Flaviviridae Infections","caused by members of the Flaviviridae family: do not confuse with FLAVIVIRUS INFECTIONS caused by members of the Flavivirus genus; GEN or unspecified; prefer specifics",0
D018179,"Receptors, Thrombin",,0
D018180,Thrombomodulin,"a thrombin receptor",0
D018181,"Mice, Inbred CFTR","NIM with no qualifiers when experimental animal",0
D018182,"Pestivirus Infections","caused by a flavivirus; GEN or unspecified; prefer specifics",0
D018183,"Transplantation Chimera",,0
D018184,"Paramyxoviridae Infections","GEN or unspecified; prefer specifics",0
D018185,"Morbillivirus Infections","caused by a member of the Paramyxoviridae family; GEN or unspecified; prefer specifics",0
D018186,"Pneumovirus Infections","caused by a RESPIROVIRUS; GEN or unspecified",0
D018187,"Personal Construct Theory","includes personal construct, personal construct method, personal construct organization, etc.; for personal construct therapy, coordinate with PSYCHOTHERAPY",0
D018188,"Cardiovirus Infections","caused by a picornavirus",0
D018189,"Immunomagnetic Separation",,0
D018190,"Lymphatic Vessel Tumors","neoplasms composed of lymphatic tissue, not located in lymphatic tissue; coordinate with precoordinated organ/neoplasm term",0
D018191,"Lymphangioma, Cystic","coordinate IM with precoordinated organ /neoplasm term (IM)",0
D018192,Lymphangioleiomyomatosis,"differentiate from LYMPHANGIOMYOMA; coordinate IM with precoordinated organ/neoplasm terms (IM) if relevant",0
D018193,"Neoplasms, Complex and Mixed","indexing policy: Manual section 24; coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018194,Adenomyoma,"coordinate with precoordinated organ/neoplasm term",0
D018195,Adenosarcoma,"coordinate with precoordinated organ/neoplasm term",0
D018196,"Carcinoma, Adenosquamous","coordinate with precoordinated organ/neoplasm term",0
D018197,Hepatoblastoma,"coordinate with LIVER NEOPLASMS",0
D018198,"Mixed Tumor, Malignant","coordinate with precoordinated organ/neoplasm term",0
D018199,"Mixed Tumor, Mesodermal","coordinate with probably UTERINE NEOPLASMS",0
D018200,"Mixed Tumor, Mullerian","in titles & translations use diacrit: Müllerian; coordinate with probably UTERINE NEOPLASMS",0
D018201,"Nephroma, Mesoblastic","coordinate IM with KIDNEY NEOPLASMS (IM)",0
D018202,"Pulmonary Blastoma","coord IM with LUNG NEOPLASMS (IM)",0
D018203,"Sarcoma, Endometrial Stromal","coordinate IM with ENDOMETRIAL NEOPLASMS (IM); SARCOMA, ENDOMETRIAL STROMAL, LOW-GRADE see ENDOMETRIAL STROMAL TUMORS is also available",0
D018204,"Neoplasms, Connective and Soft Tissue","neoplasms composed of connective or soft tissue, NOT neoplasms located in these sites; coordinate with precoordinated organ/neoplasm term; NEOPLASMS, CONNECTIVE TISSUE is available for neoplasms composed of connective tissue but SOFT TISSUE NEOPLASMS is available for neoplasms located in soft tissue",0
D018205,"Neoplasms, Adipose Tissue","neoplasms composed of adipose or soft tissue, NOT neoplasms located in adipose or soft tissue; coordinate with precoordinated organ/neoplasm term",0
D018206,Angiolipoma,"coordinate with precoordinated organ/neoplasm term",0
D018207,Angiomyolipoma,"coordinate with precoordinated organ/neoplasm term",0
D018208,"Liposarcoma, Myxoid","coordinate with precoordinated organ/neoplasm term",0
D018209,Myelolipoma,"coordinate with ADRENAL GLAND NEOPLASMS",0
D018210,Chondromatosis,"multiple; solitary = CHONDROMA",0
D018211,"Chondrosarcoma, Mesenchymal","coordinate with BONE NEOPLASMS or specific precoordinated bone/neoplasm term or specific bone + BONE NEOPLASMS",0
D018212,"Giant Cell Tumor of Bone","coordinate with BONE NEOPLASMS or specific precoordinated bone/neoplasm term or specific bone + BONE NEOPLASMS; osteoblastoclastoma: coordinate with OSTEOBLASTOMA + organ/neoplasm coordinated term",0
D018213,"Neoplasms, Bone Tissue","neoplasms composed of bone tissue, NOT neoplasms located in bones ( = BONE NEOPLASMS); coordinate with precoordinated organ/neoplasm term",0
D018214,"Fibroma, Ossifying","coordinate IM with BONE NEOPLASMS (IM) and specific bone (IM) if pertinent or specific precoordinated bone/neoplasm term (IM)",0
D018215,Osteoblastoma,"coordinate with BONE NEOPLASMS or specific precoordinated bone/neoplasm term or specific bone + BONE NEOPLASMS; osteoblastoclastoma = OSTEOBLASTOMA + GIANT CELL TUMOR OF BONE + precoordinated organ/neoplasm term",0
D018216,Osteochondromatosis,"multiple; solitary = OSTEOCHONDROMA; coordinate with precoordinated organ/neoplasm term",0
D018217,"Osteosarcoma, Juxtacortical","coordinate with BONE NEOPLASMS or specific precoordinated bone/neoplasm term or specific bone + BONE NEOPLASMS",0
D018218,"Neoplasms, Fibrous Tissue","neoplasms composed of fibrous tissue, NOT neoplasms located in fibrous tissue; coordinate with precoordinated organ/neoplasm term",0
D018219,"Histiocytoma, Benign Fibrous","benign only; malignant = HISTIOCYTOMA, MALIGNANT FIBROUS; coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018220,"Fibroma, Desmoplastic","coordinate with BONE NEOPLASMS or specific precoordinated bone/neoplasm term or specific bone + BONE NEOPLASMS",0
D018221,"Fibromatosis, Abdominal","abdominal refers to the abdominal muscles; multiple; solitary = probably FIBROMA; do not coordinate with ABDOMINAL MUSCLES or ABDOMINAL NEOPLASMS",0
D018222,"Fibromatosis, Aggressive","coordinate with precoordinated organ/neoplasm term if specified",0
D018223,Dermatofibrosarcoma,"coordinate with with SKIN NEOPLASMS",0
D018224,Myofibromatosis,"coordinate with precoordinated organ/neoplasm term",0
D018225,"Neoplasms, Fibroepithelial","neoplasms composed of fibrous & epithelial elements, NOT neoplasms located in fibrous or epithelial tissue; coordinate with precoordinated organ/neoplasm term",0
D018226,Fibroadenoma,"do not confuse with ADENOFIBROMA; coordinate with precoordinated organ/neoplasm term",0
D018227,"Sarcoma, Clear Cell","coordinate with precoordinated organ/neoplasm term",0
D018228,"Sarcoma, Small Cell","coordinate with precoordinated organ/neoplasm term",0
D018229,Angiomyoma,"coord IM with organ/neopl term (IM)",0
D018230,"Leiomyoma, Epithelioid","coordinate with precoordinated organ/neoplasm term",0
D018231,Leiomyomatosis,"multiple; solitary = LEIOMYOMA; coord IM with precoord organ/neopl term (IM) if relevant",0
D018232,"Rhabdomyosarcoma, Alveolar","""alveolar"" does not refer to pulmonary alveoli: it refers to the pathological appearance; coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018233,"Rhabdomyosarcoma, Embryonal","coordinate with precoordinated organ/neoplasm term",0
D018234,"Sarcoma, Alveolar Soft Part","""alveolar"" has nothing to do with pulmonary alveoli: it refers to sac-like pathology of soft part; coordinate with precoordinated organ/neoplasm term",0
D018235,"Smooth Muscle Tumor","a specific histological type: do not confuse with NEOPLASMS, MUSCLE TISSUE, a group histological term; coordinate with precoordinated organ/neoplasm term",0
D018236,"Carcinoma, Embryonal","coordinate with OVARIAN NEOPLASMS or TESTICULAR NEOPLASMS & appropriate check tags",0
D018237,Germinoma,"coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018238,Gonadoblastoma,"coordinate IM with OVARIAN NEOPLASMS (IM) or TESTICULAR NEOPLASMS (IM) & appropriate check tags",0
D018239,Seminoma,"coordinate with TESTICULAR NEOPLASMS",0
D018240,"Endodermal Sinus Tumor","coordinate with precoordinated organ/neoplasm term",0
D018241,"Neuroectodermal Tumors, Primitive, Peripheral","coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018242,"Neuroectodermal Tumors, Primitive","coord IM with BRAIN NEOPLASMS (IM) or specific precoord organ/neopl term (IM); do not confuse with MEDULLOBLASTOMA",0
D018243,Teratocarcinoma,"coordinate with probably TESTICULAR NEOPLASMS",0
D018244,"Chromosomes, Artificial, Yeast","coordinate with specific yeast /genet only if particularly discussed",0
D018245,"Trophoblastic Tumor, Placental Site","coord IM with UTERINE NEOPLASMS (IM); check the tags FEMALE & PREGNANCY",0
D018246,"Adrenocortical Adenoma","coordinate IM with ADRENAL CORTEX NEOPLASMS; do not confuse X ref CONN DISEASE with CONN SYNDROME see HYPERALDOSTERONISM",0
D018247,"Helicobacter heilmannii","infection: coord IM with HELICOBACTER INFECTIONS (IM)",0
D018248,"Adenoma, Liver Cell","coord IM with LIVER NEOPLASMS (IM)",0
D018249,"Adenoma, Oxyphilic","coord IM with precoord organ/neopl term (IM); for X ref HURTHLE CELL TUMOR, coord IM with THYROID NEOPLASMS",0
D018250,Acrospiroma,"coordinate IM with SWEAT GLAND NEOPLASMS (IM)",0
D018251,Hidrocystoma,"coordinate with SWEAT GLAND NEOPLASMS",0
D018252,Syringoma,"coordinate with SWEAT GLAND NEOPLASMS",0
D018253,"Adenoma, Villous","coordinate with probably COLONIC NEOPLASMS",0
D018254,"Adenomatoid Tumor","coordinate with precoordinated genital/neoplasm term",0
D018255,"Adenomatosis, Pulmonary","coordinate with LUNG NEOPLASMS",0
D018256,"Adenomatous Polyps","neoplastic; coordinate with precoordinated organ/neoplasm term",0
D018257,"Helix-Loop-Helix Motifs","do not confuse with HELIX-TURN-HELIX MOTIFS",0
D018258,"Herpesvirus 2, Human","infection = HERPES GENITALIS usually; otherwise coord IM with HERPES SIMPLEX (IM) or its indentions (IM); DF: HHV 2",0
D018259,"Herpesvirus 1, Human","infection: coord IM with HERPES SIMPLEX (IM) or its indentions (IM); DF: HHV 1",0
D018260,Gelsolin,,0
D018261,"Mesothelioma, Cystic","coordinate with PERITONEAL NEOPLASMS",0
D018262,"Adenocarcinoma, Clear Cell","coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018263,"Adenocarcinoma, Follicular","coordinate IM with THYROID NEOPLASMS (IM)",0
D018265,"Carcinoma, Papillary, Follicular","coordinate with THYROID NEOPLASMS",0
D018266,"Adenocarcinoma, Sebaceous","coordinate with SEBACEOUS GLAND NEOPLASMS",0
D018267,"Carcinoma, Acinar Cell","coordinate with precoordinated organ/neoplasm term",0
D018268,"Adrenocortical Carcinoma","coordinate IM with ADRENAL CORTEX NEOPLASMS (IM)",0
D018269,"Carcinoma, Endometrioid","coordinate IM with OVARIAN NEOPLASMS (IM) or ENDOMETRIAL NEOPLASMS (IM)",0
D018270,"Carcinoma, Ductal, Breast","coord IM with BREAST NEOPLASMS (IM)",0
D018271,"Signal Recognition Particle",,0
D018272,Porins,,0
D018273,"Carcinoma, Islet Cell","coord IM with PANCREATIC NEOPLASMS (IM)",0
D018274,Electroporation,,0
D018275,"Carcinoma, Lobular","coordinate IM with BREAST NEOPLASMS (IM)",0
D018276,"Carcinoma, Medullary","coordinate with precoordinated organ/neoplasm term",0
D018277,"Carcinoma, Mucoepidermoid","coordinate with precoordinated organ/neoplasm term",0
D018278,"Carcinoma, Neuroendocrine","coordinate with precoordinated organ/neoplasm term",0
D018279,"Carcinoma, Signet Ring Cell","coord IM with precoord organ/neopl term (IM)",0
D018280,"Carcinoma, Skin Appendage","coordinate IM with SKIN NEOPLASMS (IM) or specific pre-coordinated skin appendage/ neoplasm term (IM)",0
D018281,Cholangiocarcinoma,"coordinate IM with BILE DUCT NEOPLASMS (IM)",0
D018282,"Cystadenocarcinoma, Mucinous","coordinate with precoordinated organ/neoplasm term",0
D018283,"Cystadenocarcinoma, Papillary","coordinate with precoordinated organ/neoplasm term",0
D018284,"Cystadenocarcinoma, Serous","coordinate with precoordinated organ/neoplasm term",0
D018285,"Klatskin Tumor","coordinate IM with BILE DUCT NEOPLASMS (IM)",0
D018286,"Carcinoma, Giant Cell","coordinate with precoordinated organ/neoplasm term",0
D018287,"Carcinoma, Large Cell","coordinate with precoordinated organ/neoplasm term but probably LUNG NEOPLASMS",0
D018288,"Carcinoma, Small Cell","coordinate (IM) with probably LUNG NEOPLASMS (IM), otherwise coordinate IM with other precoordinated organ/neoplasm term (IM) if appropriate; SMALL CELL LUNG CARCINOMA is also available DF: SCLC",0
D018289,"Carcinoma, Verrucous","coordinate with precoordinated organ/neoplasm term",0
D018290,"Cervical Intraepithelial Neoplasia","coordinate with UTERINE CERVICAL NEOPLASMS",0
D018291,"Cystadenoma, Mucinous","coord IM with OVARIAN NEOPLASMS (IM) or other organ/neoplasm term (IM) if applicable",0
D018292,"Cystadenoma, Papillary","coordinate IM with probably OVARIAN NEOPLASMS (IM)",0
D018293,"Cystadenoma, Serous","coordinate with probably OVARIAN NEOPLASMS (IM)",0
D018294,"Neoplasms, Adnexal and Skin Appendage","neoplasms composed of sebaceous or sweat gland tissue or tissue of skin appendages, NOT neoplasms located in these sites; coordinate with precoordinated organ/neoplasm term",0
D018295,"Neoplasms, Basal Cell","coordinate with precoordinated organ/neoplasm term",0
D018296,Pilomatrixoma,"benign or malignant; coordinate with SKIN NEOPLASMS + HAIR DISEASES",0
D018297,"Neoplasms, Cystic, Mucinous, and Serous","general or unspecified; prefer specifics; coordinate with precoordinated organ/neoplasm term",0
D018298,"Mucoepidermoid Tumor","coordinate with precoordinated organ/neoplasm term",0
D018299,"Neoplasms, Ductal, Lobular, and Medullary","name refers to anatomical site within organ; GEN or unspecified; prefer specifics; /blood supply /chem /second /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM)",0
D018300,"Papilloma, Intraductal","intraductal refers to mammary ducts only; coordinate with BREAST NEOPLASMS",0
D018301,"Neoplasms, Mesothelial","neoplasms composed of mesothelium, NOT neoplasms located in the mesothelium; coordinate with precoordinated organ/neoplasm term",0
D018302,"Neoplasms, Neuroepithelial","neoplasms composed of neural epithelium, NOT neoplasms located in the neural epithelium or neuroepithelium; coord IM with precoord organ/neopl term (IM)",0
D018303,Ganglioglioma,"coord IM with probably BRAIN NEOPLASMS (IM) + site (IM)",0
D018304,"Esthesioneuroblastoma, Olfactory","coord IM with NASAL CAVITY (IM) + NOSE NEOPLASMS (IM)",0
D018305,Ganglioneuroblastoma,"coordinate with precoordinated organ/neoplasm term",0
D018306,Neurocytoma,"coord IM with specific precoord brain/neopl term (IM)",0
D018307,"Neoplasms, Squamous Cell","coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018308,"Papilloma, Inverted","coordinate with precoordinated organ/neoplasm term",0
D018309,"Neoplasms, Gonadal Tissue","neoplasms composed of gonadal tissue, not neoplasms located in the ovaries or testes: Manual 24.2.2.5; coordinate IM with pre-coordinated organ/neoplasm term (IM); DF: NEOPL GONADAL TISSUE",0
D018310,"Sertoli-Leydig Cell Tumor","coordinate IM with OVARIAN NEOPLASMS or TESTICULAR NEOPLASMS",0
D018311,Luteoma,"coord IM with OVARIAN NEOPLASMS (IM)",0
D018312,"Sex Cord-Gonadal Stromal Tumors","coordinate IM with TESTICULAR NEOPLASMS (IM) in male or OVARIAN NEOPLASMS (IM) if in female",0
D018313,"Leishmania enriettii","infection: coord IM with LEISHMANIASIS (IM); for antigens, coord with ANTIGENS, PROTOZOAN, for antibodies, coord with ANTIBODIES, PROTOZOAN",0
D018314,"Leishmania infantum","infection: coordinate with LEISHMANIASIS, VISCERAL; coordinate with specific protozoan terms (ANTIGENS, PROTOZOAN, etc.) if pertinent",0
D018315,"Glioma, Subependymal","coord IM with precoord brain/neopl term (IM) + site (IM); do not confuse with ASTROCYTOMA, SUBEPENDYMAL GIANT CELL see ASTROCYTOMA",0
D018316,Gliosarcoma,"coord IM with precoord brain/neopl term (IM) + site (IM)",0
D018317,"Nerve Sheath Neoplasms","neoplasms composed of myelin sheaths, NOT neoplasms located in myelin sheaths: coordinate IM with precoordinated organ/neoplasm term (IM)",0
D018318,"Neurofibroma, Plexiform","coord IM with precoord organ/neopl term (IM)",0
D018319,Neurofibrosarcoma,"coordinate  IM with precoordinated organ/neoplasm term (IM)",0
D018320,"Leishmania major","infection: coord IM with LEISHMANIASIS, CUTANEOUS (IM); for antigens, coord with ANTIGENS, PROTOZOAN, for antibodies, coord with ANTIBODIES, PROTOZOAN",0
D018321,Neurothekeoma,"a nerve sheath tumor: Greek neuro-, nerve + theke, sheath; coordinate with precoordinated organ/neoplasm term",0
D018322,Angiofibroma,"coordinate with precoordinated organ/neoplasm term",0
D018323,"Hemangioendothelioma, Epithelioid","coordinate with precoordinated organ/neoplasm term",0
D018324,"Hemangioma, Capillary","coord IM with precoord organ/neopl term (IM); do not confuse with HEMANGIOMA, LOBULAR CAPILLARY see GRANULOMA, PYOGENIC; distinguish from PORT-WINE STAIN",0
D018325,Hemangioblastoma,"coordinate with CEREBELLAR NEOPLASMS or other precoordinated brain/neoplasm term",0
D018326,"Nevi and Melanomas","used for searching; INDEXER: Do not use; CATALOGER: Do not use",0
