mesh_descriptor_uid,previous_indexing,mesh_previous_indexing_id
D049897,"Mollusca (1966-2005)",13391
D049910,"Mollusca (1965-2005)",13392
D049911,"Ostreidae (1969-2005)",13393
D049912,"Pituitary Neoplasms (1981-2005)",13394
D049913,"Pituitary Neoplasms (1981-2005)",13395
D049914,"DNA Repair (1977-2005)",13396
D049915,"Ipomoea (2001-2005)",13397
D049916,"Mollusca (1967-2005)",13398
D049919,"Asteraceae (2001-2005)",13399
D049920,"Ralstonia (2004-2005)",13400
D049931,"Fabaceae (1982-2005)",13401
D049933,"Coumarins (1999-2005)",13402
D049934,"Coumarins (1971-2005)",13403
D049950,"Hyperparathyroidism (1964-2005)",13404
D049951,"X Chromosome (1983-2005)",13405
D049970,"Graves Disease (1987-2005)",13406
D049971,"Benzothiadiazines (1963-2005)",13407
D049990,"Membrane Transport Proteins (2002-2005)",13408
D049994,"Sodium-Potassium-Chloride Symporters (2002-2005)",13409
D050010,"Thyroxine (1982-2005)",13410
D050031,"Thyroiditis, Autoimmune (1964-2005)",13411
D050032,"Thyroiditis (1983-2005)",13412
D050033,"Thyroid Gland (1966-2005)",13413
D050034,"Diuretics (1965-2005)",13414
D050035,"Hypogonadism (1969-2005)",13415
D050051,"Ion Channels (1995-2005)",13416
D050052,"Ion Channels (1995-2005)",13417
D050053,"Ion Channels (1995-2005)",13418
D050090,"Hermaphroditism (1964-2005)",13419
D050091,"Polymers (1990-2005)",13420
D050110,"Obesity (1981-2005)",13421
D050150,"Growth Inhibitors (1993-2005)",13422
D050151,"Adipose Tissue (1965-2005)",13423
D050152,"Adipose Tissue (1975-2005)",13424
D050153,"Adipose Tissue (1966-2005)",13425
D050154,"Obesity (1965-2005)",13426
D050155,"Fatty Acids (1965-2005)",13427
D050156,"Adipose Tissue (1968-2005)",13428
D050171,"Lipids (1968-2005)",13429
D050174,"Y Chromosome (1984-2005)",13430
D050177,"Obesity (1965-2005)",13431
D050178,"Glycerides (1963-2005)",13432
D050197,"Arteriosclerosis (1965-2005)",13433
D050198,"Propanol (1972-2005)",13434
D050199,"Kidney Glomerulus (1965-2005)",13435
D050218,"Adipose Tissue (1967-2005)",13436
D050219,"Protozoa (1979-1990)",13437
D050220,"Protozoa (1967-2005)",13438
D050256,"Antineoplastic Agents (1988-2005)",13439
D050257,"Tubulin (1980-2005)",13440
D050258,"Mitosis (1973-2005)",13441
D050260,"Carbohydrates/metabolism (1964-2005)",13442
D050261,"Glycogen/metabolism (1965-2005)",13443
D050262,"Microsporidia (2000-2005)",13444
D050263,"Protozoa (1965-2005)",13445
D050276,"Bones of Upper Extremity (1998-2005)",13446
D050277,"Toes (1970-2005)",13447
D050278,"Fingers (1966-2005)",13448
D050279,"Metacarpus (1965-2005)",13449
D050280,"Bones of Upper Extremity (1998-2005)",13450
D050281,"specific bones of leg (1966-2005)",13451
D050296,"organism/growth & development (1966-2005)",13452
D050337,"Quaternary Ammonium Compounds (1963-2005)",13453
D050338,"Quaternary Ammonium Compounds (1963-2005)",13454
D050339,"Quaternary Ammonium Compounds (1963-2005)",13455
D050356,"Lipids/metabolism (1965-2005)",13456
D050376,"Tendons, Para-Articular (1991-2005)",13457
D050377,"Ischemia (1976-2005)",13458
D050379,"Arteriosclerosis (1966-2005)",13459
D050380,"Arteriosclerosis (1999-2005)",13460
D050396,"Polycystic Kidney Diseases (1995-2005)",13461
D050397,"Radiotherapy, Conformal (1999-2005)",13462
D050398,"Ameloblastoma (1965-2005)",13463
D050416,"Islets of Langerhans (1970-2005)",13464
D050417,"Islets of Langerhans (1967-2005)",13465
D050418,"Peptides (1973-2005)",13466
D050476,"Kidney Tubules (1967-2005)",13467
D050477,"Menotropins (1998-2005)",13468
D050482,"Membrane Transport Proteins (1980-2005)",13469
D050483,"Membrane Transport Proteins (1987-2005)",13470
D050484,"Symporters (2005)",13471
D050485,"Membrane Transport Proteins (1980-2005)",13472
D050486,"Nerve Tissue Proteins (1992-2005)",13473
D050487,"Amino Acid Transport Systems, Neutral (1987-2005)",13474
D050489,"Hallux Valgus (1972-2005)",13475
D050491,"Symporters (1984-2005)",13476
D050493,"Neuropeptides (1992-2004)",13477
D050494,"Membrane Transport Proteins (2005)",13478
D050497,"Pregnancy Outcome (2004-2005)",13479
D050498,"Pregnancy Outcome (2004-2005)",13480
D050499,"Puberty, Precocious (1966-2005)",13481
D050500,"Pancreatitis (1965-2005)",13482
D050501,"Nostoc (2005)",13483
D050502,"Nostoc (2005)",13484
D050503,"Tryptophan Oxygenase (1968-2005)",13485
D050504,"Viruses (1999-2005)",13486
D050505,"Mutation (1966-2005)",13487
D050507,"Adipose Tissue (1967-2005)",13488
D050527,"Kidney Glomerulus (1968-2005)",13489
D050528,"Dietary Carbohydrates (1973-2005)",13490
D050533,"Kidney Glomerulus (1965-2005)",13491
D050536,"Glycerolphosphate Dehydrogenase (1982-2005)",13492
D050541,"Cornea (1965-2005)",13493
D050547,"Oxidoreductases (1981-2005)",13494
D050556,"Carrier Proteins (1980-2005)",13495
D050560,"Dioxygenases (1969-2005)",13496
D050576,"Membrane Proteins (1983-2005)",13497
D050577,"Complement C5 (1976-2005)",13498
D050578,"Esterases (1975-2005)",13499
D050579,"Complement C5 (1976-2005)",13500
D050580,"Symporters (1984-2005)",13501
D050598,"Vesicular Transport Proteins (2004)",13502
D050599,"Vesicular Transport Proteins (2004)",13503
D050600,"Vesicular Transport Proteins (2004-2005)",13504
D050606,"Serine Endopeptidases (1992-2005)",13505
D050607,"Gold (1974-2005)",13506
D050608,"Symporters (1987-2005)",13507
D050611,"Symporters (1987-2005)",13508
D050612,"Membrane Transport Proteins (2005)",13509
D050616,"Whales (1975-2005)",13510
D050617,"Whales (1975-2005)",13511
D050618,"Aldehyde Oxidoreductases (1978-2005)",13512
D050636,"Whales (1975-2005)",13513
D050637,"Receptors, Dopamine D2 (1987-2005)",13514
D050638,"Receptors, Dopamine D2 (1991-2005)",13515
D050640,"Whales (1978-2005)",13516
D050641,"Receptors, Dopamine D1 (1991-2005)",13517
D050642,"Whales (1982-2005)",13518
D050643,"Whales (1976-2005)",13519
D050648,"Aldehyde Oxidoreductases (1998-2005)",13520
D050656,"Transcription Factors (1987-2005)",13521
D050657,"Transcription Factors (1987-2005)",13522
D050658,"Transcription Factors (1987-2005)",13523
D050659,"Transcription Factors (1997-2005)",13524
D050660,"Transcription Factors (1997-2005)",13525
D050661,"Whales (1974-2005)",13526
D050676,"Transcription Factors (1996-2005)",13527
D050677,"Transcription Factors (2001-2005)",13528
D050679,"Complement 2 (1985-2005)",13529
D050680,"Transcription Factors (1993-2005)",13530
D050681,"Dolphins (1966-2005)",13531
D050684,"Transcription Factors (1991-2005)",13532
D050685,"Dolphins (1968-2005)",13533
D050686,"Dolphins (1990-2005)",13534
D050687,"Transcription Factors (1991-2005)",13535
D050696,"Dolphins (1966-2005)",13536
D050698,"Aldehyde Oxidoreductases (1978-2005)",13537
D050699,"Transcription Factors (1991-2005)",13538
D050700,"Transcription Factors (1991-2005)",13539
D050701,"Transcription Factors (1991-2005)",13540
D050702,"Transcription Factors (1991-2005)",13541
D050703,"Transcription Factors (1993-2005)",13542
D050704,"Transcription Factors (1994-2005)",13543
D050705,"Receptors, Cell Surface (1971-2005)",13544
D050706,"Dolphins (1966-2005)",13545
D050716,"Complement Inactivator Proteins (1981-2005)",13546
D050718,"Complement C1 Inactivator Proteins (1970-2005)",13547
D050724,"Fractures, Bone (1963-2005)",13548
D050741,"Porpoises (1998-2005)",13549
D050744,"Oxidoreductases Acting on CH-CH Group Donors (2004-2005)",13550
D050745,"Oxidoreductases (1980-2005)",13551
D050746,"Picolinic Acids (1974-1981)",13552
D050753,"Proteins (1970-1972)",13553
D050768,"Protoporphyrins (1975-1982)",13554
D050769,"Valerates (1973-1982)",13555
D050770,"Oxidoreductases Acting on CH-CH Group Donors (2004-2005)",13556
D050781,"Magnetics (1988-2005)",13557
D050782,"Hydrogen-Ion Concentration (1975-2005)",13558
D050783,"Transcription Factors (1986-2005)",13559
D050784,"Transcription Factors (1986-2005)",13560
D050785,"Anesthesia (1968-2005)",13561
D050789,"Amino Acid Oxidoreductases (1977-2005)",13562
D050790,"Amino Acid Oxidoreductases (1998-2005)",13563
D050792,"Hypothermia, Induced (1966-2005)",13564
D050793,"Tooth Movement (1974-2005)",13565
D050798,"Tears (1991-2005)",13566
D050803,"Leucine (1970-1979)",13567
D050804,"Aspartic Acid (1975-1979)",13568
D050805,"Splenic Diseases (1967-2005)",13569
D050806,"Replantation (1967-2005)",13570
D050807,"Transcription Factors (1989-2005)",13571
D050808,"Fungal Proteins (1992-1994)",13572
D050812,"Corpus Callosum (1966-2005)",13573
D050815,"Spinal Fractures (1988-2005)",13574
D050823,"specific hand joints (1968-2005)",13575
D050825,"Nerve Tissue Proteins (1989-2005)",13576
D050827,"Nerve Tissue Proteins (1995-2005)",13577
D050837,"Oxidoreductases (1963-2005)",13578
D050857,"Nerve Tissue Proteins (1991-2005)",13579
D050858,"Ammonium Compounds (1972-2005)",13580
D050864,"Oxidoreductases Acting on Sulfur Group Donors (1983-2005)",13581
D050866,"Crystallization (1966-2005)",13582
D050876,"Sulfite Oxidases (1983-2005)",13583
D050879,"Oxidoreductases, N-Demethylating (1998-2005)",13584
D050885,"Oxidoreductases Acting on Sulfur Group Donors (1978-2005)",13585
D050889,"Oxidoreductases Acting on Sulfur Group Donors (1982-2005)",13586
D050891,"Oxidoreductases Acting on CH-NH Group Donors (1975-2005)",13587
D050893,"Oxidoreductases, N-Demethylating (1979-2005)",13588
D050939,"Artificial Gene Fusion (1998-2005)",13589
D050960,"Transferases (1975-1979)",13590
D050988,"Membrane Proteins (1994-2005)",13591
D050997,"Nanotechnology (2002-2005)",13592
D051039,"Callitrichidae (1977-2005)",13593
D051040,"Vesicular Transport Proteins (1997-2005)",13594
D051056,"Complement System Proteins (1975-2005)",13595
D051077,"Cebidae (1992-2005)",13596
D051079,"Cercopithecidae (1980-2005)",13597
D051099,"Primates (1968-2005)",13598
D051102,"Acyltransferases (1984-2005)",13599
D051189,"Muridae (1987-2005)",13600
D051220,"Carpal Bones (1971-2005)",13601
D051221,"Carpal Bones (1972-2005)",13602
D051222,"Carpal Bones (1971-2005)",13603
D051223,"Carpal Bones (1978-2005)",13604
D051224,"Carpal Bones (1971-2005)",13605
D051225,"Carpal Bones (1971-2005)",13606
D051231,"Alkyl and Aryl Transferases (1992-2005)",13607
D051232,"Alkyl and Aryl Transferases (1991-2005)",13608
D051245,"Neurons (1967-2005)",13609
D051248,"Retina/cytology (1966-2005)",13610
D051270,"Headache (1979-2005)",13611
D051271,"Headache (1993-2005)",13612
D051298,"Headache (1966-2005)",13613
D051299,"Spinal Puncture (1984-2005)",13614
D051307,"Transaminases (1983-2005)",13615
D051336,"Mitochondria (1965-2005)",13616
D051337,"Violence (1996-2000)",13617
D051359,"Histiocytosis, Non-Langerhans-Cell (1989-2005)",13618
D051436,"Kidney Failure, Chronic (1966-2005)",13619
D051437,"Kidney Failure (1992-2005)",13620
D051438,"Vesicular Transport Proteins (1998-2005)",13621
D051445,"Cartilage, Articular (1965-2005)",13622
D051456,"Genetics, Population (1967-2005)",13623
D051457,"Cartilage, Articular (1966-2005)",13624
D051472,"Cartilage, Articular (1986-2005)",13625
D051474,"Neuralgia (1968-2005)",13626
D051478,"Cartilage, Articular (1969-2005)",13627
D051516,"Semen (1966-2005)",13628
D051517,"Rectum (1965-2005)",13629
D051520,"Sweating (1965-2005)",13630
D051527,"Odontogenic Tumors (1975-2005)",13631
D051547,"Heme Oxygenase (Decyclizing) (1997-2005)",13632
D051556,"Jaundice, Neonatal (1965-2005)",13633
D051561,"Esterases (1976-2005)",13634
D051566,"Complement C5 (1976-2005)",13635
D051574,"Complement Pathway, Classical (1980-2005)",13636
D051577,"Complement Pathway, Classical (1983-2005)",13637
D051642,"Dermatofibroma (1964-2005)",13638
D051677,"Histiocytoma, Benign Fibrous (1972-2005)",13639
D051799,"Graft Survival (1984-2005)",13640
D052016,"Stomatitis (1979-2005)",13641
D052018,"Hyperphagia (1981-1986)",13642
D052058,"Immunoglobulins, Heavy-Chain (1982-2005)",13643
D052065,"Vaginal Diseases (1965-2005)",13644
D052078,"Mollusca (1966-2005)",13645
D052096,"Ischemia (1968-2005)",13646
D052097,"Muscles (1963-1994)",13647
D052117,"Dioxoles (1970-2005)",13648
D052140,"Papillomavirus, Human (1994-2005)",13649
D052160,"Thiazoles (1965-2005)",13650
D052161,"Papillomavirus, Human (1994-2005)",13651
D052162,"Papillomavirus, Human (1994-2005)",13652
D052163,"Papillomavirus, Human (1994-2005)",13653
D052176,"Cycloheptanes (1968-2005)",13654
D052177,"Polycystic Kidney Diseases (1976-2005)",13655
D052196,"Lactobacillus (1967-2005)",13656
D052197,"Lactobacillus (1975-2005)",13657
D052198,"Lactobacillus (1970-2005)",13658
D052199,"Lactobacillus (1965-2005)",13659
D052200,"Lactobacillus (1982-2005)",13660
D052201,"Lactobacillus (1963-2005)",13661
D052202,"Vagina/abnormalities (1966-2005)",13662
D052244,"Endocrine System/drug effects (1997-2005)",13663
D052245,"Syndrome (1972-2005)",13664
D052256,"Tendon Injuries (1976-2005)",13665
D052280,"Orthodontics (1965-2005)",13666
D052336,"Glucagon (1973-2005)",13667
D052436,"Adipose Tissue (1963-2006)",13668
D052437,"Adipose Tissue (1967-1993)",13669
D052438,"Adipose Tissue (1968-1993)",13670
D052456,"Lipoproteins, HDL (1981-2006)",13671
D052476,"Apolipoproteins B (1986-2006)",13672
D052496,"Lipodystrophy (1975-2006)",13673
D052497,"Lipodystrophy (1968-2006)",13674
D052517,"Sulfatases (1973-2006)",13675
D052536,"Niemann-Pick Diseases (1997-2006)",13676
D052537,"Niemann-Pick Diseases (1975-2006)",13677
D052556,"Niemann-Pick Diseases (1968-2006)",13678
D052557,"Clostridium (1965-2006)",13679
D052576,"Tampons, Surgical (1983-2006)",13680
D052577,"Infant, Very Low Birth Weight (1996-2006)",13681
D052578,"Solvents (2000-2006)",13682
D052581,"Hand (1971-2006)",13683
D052586,"Sexual Behavior, Animal (1972-2006)",13684
D052596,"Fabaceae (1999-2006)",13685
D052597,"Fabaceae (1995-2006)",13686
D052598,"Fabaceae (1984-2006)",13687
D052636,"Homeostasis (1994-2006)",13688
D052638,"Particle Size (1972-2006)",13689
D052639,"Caulimovirus (2001-2006)",13690
D052656,"Herpesviridae (1971-2006)",13691
D052660,"Parvoviridae (1973-2006)",13692
D052661,"Parvovirus (1993-2006)",13693
D052679,"Luteovirus (2000-2006)",13694
D052680,"Pituitary Gland, Anterior (1977-2006)",13695
D052681,"Pituitary Gland, Anterior (1974-2006)",13696
D052682,"Prolactin (1965-2006)",13697
D052683,"Pituitary Gland, Anterior (1977-2006)",13698
D052684,"Thyrotropin (1968-2006)",13699
D052700,"Picornaviridae (2002-2006)",13700
D052716,"Pituitary Gland (1965-2006)",13701
D052717,"Pituitary Gland (1977-2006)",13702
D052736,"Avian Sarcoma Viruses (1963-2006)",13703
D052756,"Nutrition Physiology (1965-2006)",13704
D052798,"Balanitis (1967-2006)",13705
D052816,"Penis (1968-2006)",13706
D052858,"Bladder Diseases (1965-2006)",13707
D052878,"Urinary Calculi (1964-2006)",13708
D052879,"Nervous System Diseases (1965-2006)",13709
D052880,"Staphylococcal Infections (1965-2006)",13710
D052898,"Lasers (1987-2006)",13711
D052899,"Porins (1980-2006)",13712
D052919,"Refsum Disease (1986-2006)",13713
D052938,"Bariatrics (2005-2006)",13714
D052978,"Microbial Sensitivity Tests (1970-2006)",13715
D052979,"Light-Harvesting Protein Complexes (2004-2006)",13716
D052981,"Mitosporic Fungi (1982-2006)",13717
D052998,"Peptides, Cyclic (1988-2006)",13718
D052999,"Quinazolines (1966-2006)",13719
D053001,"Behavior, Animal (1973-2006)",13720
D053038,"Cell Communication (1994-2006)",13721
D053039,"Ureteral Calculi (1965-2006)",13722
D053040,"Kidney Calculi (1965-2006)",13723
D053059,"Viral Vaccines (1966-2006)",13724
D053060,"Viral Vaccines (2000-2006)",13725
D053061,"Chickenpox Vaccine (1989-2006)",13726
D053078,"Mitochondria (1974-2006)",13727
D053098,"Vitamin D (1965-2006)",13728
D053099,"Uremia (1965-2006)",13729
D053118,"Influenza A Virus (1978-2005)",13730
D053119,"Alkaloids (1972-2006)",13731
D053120,"Pneumonia, Aspiration (1965-2006)",13732
D053121,"Influenza A Virus (1975-2005)",13733
D053122,"Influenza A Virus (1975-2005)",13734
D053123,"Influenza A Virus (1983-2005)",13735
D053124,"Influenza A Virus (1988-2005)",13736
D053125,"Influenza A Virus (1984-2005)",13737
D053126,"Influenza A Virus (1982-2005)",13738
D053127,"Influenza A Virus (1999-2005)",13739
D053138,"Cyclohexanes (1965-2006)",13740
D053142,"Mitochondria or specifics (1965-2006)",13741
D053144,"Cell Nucleus (1968-2006)",13742
D053145,"Cell Nucleus (1970-2006)",13743
D053146,"Wegener Granulomatosis (1990-2006)",13744
D053147,"Plants (1966-2006)",13745
D053150,"Spumavirus (1975-2006)",13746
D053158,"Urination Disorders (1969-2006)",13747
D053159,"Urination Disorders (1965-2006)",13748
D053180,"Animal Nutrition Physiology (1973-2006)",13749
D053198,"Infant Nutrition Physiology (1965-2006)",13750
D053201,"Urinary Incontinence (2004-2006)",13751
D053202,"Urinary Incontinence (1965-2006)",13752
D053204,"Plant Roots (1994-2006)",13753
D053205,"Pollen (1966-2006)",13754
D053206,"Enuresis (1965-2006)",13755
D053207,"Enuresis (1975-2006)",13756
D053208,"Survival Analysis (1990-2006)",13757
D053209,"Herbicides (1978-2006)",13758
D053210,"Pharmaceutical Preparations (1965-2006)",13759
D053241,"Apoproteins (1978-2004)",13760
D053260,"Carbon (1966-2006)",13761
D053263,"Gene Expression Regulation or specifics (1986-2006)",13762
D053265,"Receptors, Tumor Necrosis Factor (2004-2006)",13763
D053278,"Tumor Necrosis Factors (2006)",13764
D053279,"Acetylene (1980-2006)",13765
D053283,"Apolipoproteins B (1983-2006)",13766
D053298,"Chylomicrons (1976-2006)",13767
D053299,"Apolipoproteins B (1983-2006)",13768
D053300,"Tumor Necrosis Factor-alpha (1998-2006)",13769
D053301,"Receptors, Tumor Necrosis Factor (2001-2006)",13770
D053302,"Apolipoproteins C (1977-2006)",13771
D053303,"Receptors, Tumor Necrosis Factor (2004-2006)",13772
D053304,"Apolipoproteins C (1977-2006)",13773
D053305,"Apolipoproteins C (1977-2006)",13774
D053306,"Immunologic Deficiency Syndromes (1995-2006)",13775
D053307,"Immunologic Deficiency Syndromes (1995-2006)",13776
D053318,"Apolipoproteins E (1983-2006)",13777
D053319,"Tumor Necrosis Factor Receptors (1996-2006)",13778
D053320,"Receptors, Tumor Necrosis Factor (1997-2006)",13779
D053327,"Apolipoproteins E (1982-2006)",13780
D053329,"Apolipoproteins E (1984-2006)",13781
D053339,"Receptors, Tumor Necrosis Factor (2002-2006)",13782
D053359,"Ectodermal Dysplasia (1987-2006)",13783
D053360,"Ectodermal Dysplasia (1971-2006)",13784
D053361,"Tumor Necrosis Factors (1974-2006)",13785
D053378,"Chromogranins (1985-2006)",13786
D053379,"Chromogranins (1973-2006)",13787
D053380,"Tumor Necrosis Factors (1999-2006)",13788
D053381,"Chromogranins (1986-2006)",13789
D053399,"Apoproteins (1973-1976)",13790
D053419,"Lipoproteins, VLDL (1984-2006)",13791
D053420,"Proteins (1997-2004)",13792
D053421,"Occupational Diseases (1984-2006)",13793
D053439,"Lipoproteins (1965-2006)",13794
D053440,"Lipoproteins (1965-2006)",13795
D053441,"Suture Techniques (1993-2006)",13796
D053442,"Lipoproteins, HDL (1990-2006)",13797
D053443,"Anatomy, Cross-Sectional (1991-2004)",13798
D053444,"Synaptic Transmission (1968-2006)",13799
D053447,"Ion Channels (1993-2006)",13800
D053448,"Prostatic Hyperplasia (1951-2006)",13801
D053450,"Receptors, Tumor Necrosis Factor (2004-2006)",13802
D053470,"Cysteine Proteinases (1997-1998)",13803
D053471,"Cysteine Proteinases (1997-1998)",13804
D053473,"Intracellular Signaling Peptides and Proteins (2005-2006)",13805
D053474,"Carrier Proteins (1999-2004)",13806
D053478,"Apoptosis (1999-2006)",13807
D053482,"Glycoproteins (1967-2006)",13808
D053483,"Eye Movements (1966-2006)",13809
D053485,"Coronavirus (1988-2006)",13810
D053486,"Melanocyte-Stimulating Hormones (1986-2006)",13811
D053489,"Feline Panleukopenia (1970-2006)",13812
D053490,"Parvoviridae (1977-2006)",13813
D053492,"Protease Inhibitors (1990-2006)",13814
